FullAddress,Address1,Address2,City,State,ZipCode,revenue,date,Order Number,User ID,First Time Order
683 Roberts Via Apt. 372,683 Roberts Via ,Apt. 372 ,East Brian,MS,41742,159.21,2021-10-25,93668785,U3659906,1
3462 Michael Trail Suite 770,3462 Michael Trail ,Suite 770 ,New Lindaburgh,VA,28038,508.71,2021-10-13,93686400,U8413342,1
86731 Mcfarland Islands,86731 Mcfarland Islands ,,Douglashaven,UT,51015,176.74,2021-10-19,59327618,U2249842,1
8851 Kennedy Burgs,8851 Kennedy Burgs ,,Harringtonview,IN,30119,384.55,2021-04-10,71136493,U3912436,0
3625 Dennis Burg Suite 100,3625 Dennis Burg ,Suite 100 ,East Benjamin,FL,42490,179.85,2021-05-14,55541299,U7059224,0
779 Lynch Stream Port,779 Lynch Stream Port ,,Erikaport,MD,34061,320.44,2021-10-28,60204985,U9272391,1
655 Williams Shoal West,655 Williams Shoal West ,,Daniel,GA,78227,627.28,2021-12-17,68798704,U6321919,0
70135 Carter Ports Apt. 037,70135 Carter Ports ,Apt. 037 ,South Bettytown,MI,11013,399.47,2021-10-21,55102642,U5516588,1
4163 Monica Point Apt. 112,4163 Monica Point ,Apt. 112 ,New Pamelaville,PA,90120,168.78,2021-11-03,95741536,U5141814,1
943 Jessica Forges Apt. 469,943 Jessica Forges ,Apt. 469 ,Marshallburgh,OH,07193,469.32,2021-12-23,29338144,U6072023,1
239 Linda Ways Suite 828,239 Linda Ways ,Suite 828 ,Jamesburgh,OK,29604,670.27,2021-08-20,66622985,U6935406,1
0624 Carl Lane,0624 Carl Lane ,,Alanfort,FL,15098,301.96,2021-06-20,67491134,U6968691,0
970 Amy Highway,970 Amy Highway ,,Donaldland,OR,23364,272.72,2021-03-24,28556299,U5729207,0
122 Medina Terrace,122 Medina Terrace ,,Masonport,NC,27332,436.73,2021-06-05,72056651,U2634980,1
598 Washington Gardens Suite 151,598 Washington Gardens ,Suite 151 ,South Jennifermouth,KS,23176,695.96,2021-03-24,46743629,U4399256,1
486 Shane Isle Suite 077,486 Shane Isle ,Suite 077 ,East Kristen,RI,49408,37.35,2021-06-11,58759007,U3854003,1
2676 Patrick Spurs Suite 473,2676 Patrick Spurs ,Suite 473 ,Elizabethside,AK,76369,673.27,2021-06-03,73598916,U9427753,1
9363 Brian Shoals,9363 Brian Shoals ,,Cookshire,MA,91919,55.94,2021-06-11,93068853,U7050130,1
1898 Linda Gateway Suite 993,1898 Linda Gateway ,Suite 993 ,West Tinatown,NV,45663,889.99,2021-12-28,51276379,U6357870,1
11469 Harris Trafficway South,11469 Harris Trafficway South ,,Manuelburgh,UT,34887,191.98,2021-04-18,79789608,U6766146,1
618 Jones Manor,618 Jones Manor ,,Patrickborough,FL,77779,824.52,2021-10-01,53296423,U8086798,0
4995 Gardner Glen Apt. 610,4995 Gardner Glen ,Apt. 610 ,West Mike,KY,75968,34.92,2021-09-05,20153421,U7508302,0
46380 Cody Wells South,46380 Cody Wells South ,,Hannahchester,GA,83266,493.82,2021-11-13,93485059,U4581302,1
1613 Luke Ferry Port,1613 Luke Ferry Port ,,Bridgetchester,IL,77318,257.6,2021-05-30,80221977,U9237028,1
USNS Barr,USNS Barr ,,FPO,AA,61485,776.23,2021-05-18,34374870,U9021552,0
62912 Hamilton Station Apt. 293,62912 Hamilton Station ,Apt. 293 ,East Brianland,SC,56205,771.24,2021-07-08,28480845,U8961408,0
USCGC Parker,USCGC Parker ,,FPO,AP,27542,127.62,2021-12-06,88432532,U9142164,0
660 Thomas Branch,660 Thomas Branch ,,Owensville,NH,75506,52.49,2021-03-26,77535053,U4301718,1
274 Mcguire Row Apt. 776,274 Mcguire Row ,Apt. 776 ,North Julie,KS,01161,730.58,2021-06-11,53975980,U6202417,0
4548 John Fall,4548 John Fall ,,Nataliefurt,MI,59680,419.58,2021-02-19,53671768,U4056331,1
236 Sanders Mountains,236 Sanders Mountains ,,New Jenniferport,AR,60193,373.39,2021-04-30,16771349,U4578347,0
731 Olson Station Suite 756,731 Olson Station ,Suite 756 ,Johnshire,NV,46601,349.08,2021-06-18,41316502,U7359200,1
14510 Matthews Motorway Apt. 035,14510 Matthews Motorway ,Apt. 035 ,East Theodore,AZ,40159,367.47,2021-11-23,51367399,U8185389,1
5273 Shannon Common Suite 966,5273 Shannon Common ,Suite 966 ,Pricefort,NH,49994,576.97,2021-04-10,65156453,U7468436,0
0779 Gill Square Apt. 987,0779 Gill Square ,Apt. 987 ,Markburgh,AK,64712,388.83,2021-04-01,16133552,U3686732,0
16635 Steven Manor Apt. 131,16635 Steven Manor ,Apt. 131 ,Jonathanland,NV,97734,129.74,2021-08-14,16772775,U2384660,1
23141 Myers Lane Apt. 702,23141 Myers Lane ,Apt. 702 ,Lake Christineside,GA,61752,471.98,2021-02-19,22748014,U1418578,0
332 Lauren Light,332 Lauren Light ,,Velezview,DC,19617,988.5,2021-06-08,29271001,U2855108,0
3299 Anna Courts,3299 Anna Courts ,,Laurenton,MD,56499,766.92,2021-01-17,79361897,U8374695,1
3176 Pamela Isle,3176 Pamela Isle ,,Peterland,CO,41702,718.62,2021-09-24,64168963,U7624603,1
5239 Donaldson Lights Suite 741,5239 Donaldson Lights ,Suite 741 ,Garciaberg,CA,39424,927.69,2021-01-03,17300016,U2859332,1
1197 James Trail Apt. 131,1197 James Trail ,Apt. 131 ,New Eric,IA,20390,445.19,2021-01-24,52291517,U2719713,1
USS Rocha,USS Rocha ,,FPO,AP,76342,362.92,2021-01-02,40217099,U1450860,0
518 Collins Groves,518 Collins Groves ,,East Joe,LA,39720,793.05,2021-12-02,56694350,U6917719,0
5051 Paul Vista South,5051 Paul Vista South ,,Nicholas,ME,86695,103.66,2021-12-17,95945121,U8552837,1
0741 Sarah Fall,0741 Sarah Fall ,,New Markstad,TN,47427,766.79,2021-10-12,23272062,U8122571,0
8813 Santos Tunnel Suite 470,8813 Santos Tunnel ,Suite 470 ,Millerstad,VT,11672,148.95,2021-04-02,74209540,U6001310,0
PSC 7277 Box 3237,PSC 7277 ,Box 3237 ,APO,AP,72602,623.69,2021-04-25,81546275,U6064043,0
60433 Daugherty Squares,60433 Daugherty Squares ,,Mathewsville,KY,38064,514.33,2021-05-06,40021822,U2777059,1
756 Barrett Estate,756 Barrett Estate ,,Reedside,OK,92698,772.09,2021-07-10,94689450,U3383672,0
965 Erin Shore Suite 796,965 Erin Shore ,Suite 796 ,Harpershire,DE,61350,63.79,2021-11-27,39982727,U8153692,1
44373 Jasmine Tunnel Suite 680,44373 Jasmine Tunnel ,Suite 680 ,New Allisonland,MO,13960,671.88,2021-07-21,68002995,U6301265,0
672 Gregory Green,672 Gregory Green ,,Clarkview,ND,48003,827.22,2021-07-17,23265633,U1345862,1
99748 Megan Loop,99748 Megan Loop ,,North James,RI,64143,39.78,2021-05-04,39407032,U3346210,1
4595 Snyder Inlet,4595 Snyder Inlet ,,Cindyshire,MT,70823,683.93,2021-11-20,55008119,U1181838,1
514 Williams Brooks,514 Williams Brooks ,,East Marisa,PA,19982,280.7,2021-08-15,88241934,U1160732,0
583 Marshall Dam Suite 690,583 Marshall Dam ,Suite 690 ,West Derrickbury,IL,89695,744.58,2021-08-10,45068433,U9949207,1
65616 Taylor Junction,65616 Taylor Junction ,,Wesleyborough,MI,98782,978.7,2021-05-29,92599803,U9162492,1
737 Lisa Meadow Apt. 150,737 Lisa Meadow ,Apt. 150 ,Rebeccastad,AK,13784,3.72,2021-09-17,40032834,U4345929,0
0554 Chapman Freeway Apt. 015,0554 Chapman Freeway ,Apt. 015 ,Jensenton,VA,22459,407.37,2021-02-15,23347636,U5725006,1
7555 Lisa Street,7555 Lisa Street ,,Lake Deannaborough,ID,48261,499.84,2021-06-25,83653209,U5645067,0
9361 Ian Key Apt. 601,9361 Ian Key ,Apt. 601 ,New Tylerport,WI,83462,981.26,2021-01-23,74242003,U7199888,1
8236 Beth Circles,8236 Beth Circles ,,North James,PA,53734,924.21,2021-02-19,37231002,U5643547,0
7349 Powers Springs Apt. 261,7349 Powers Springs ,Apt. 261 ,Taraview,ME,85102,29.73,2021-04-05,82745827,U6503346,0
686 Ann Cove,686 Ann Cove ,,Claytonport,WI,96661,137.32,2021-01-29,24829273,U9716505,0
9584 Hickman Bridge Apt. 262,9584 Hickman Bridge ,Apt. 262 ,Lake Michael,TX,34191,408.24,2021-07-28,39631769,U3316809,0
679 Wright Fork South,679 Wright Fork South ,,Marcushaven,RI,80149,804.25,2021-01-03,36258785,U3979506,0
4824 Combs Fall South,4824 Combs Fall South ,,Mckenzietown,KS,34620,789.9,2021-07-20,22437570,U5838339,1
8394 Mark Motorway Suite 350,8394 Mark Motorway ,Suite 350 ,Staceyhaven,AL,37874,556.16,2021-03-25,39067528,U7500243,0
59313 Curtis Manor Suite 487,59313 Curtis Manor ,Suite 487 ,West Kelly,AR,21021,921.45,2021-08-11,63997369,U6222656,0
727 Tammy Lock Suite 507,727 Tammy Lock ,Suite 507 ,East Justin,UT,08222,820.44,2021-12-17,28713052,U7080197,0
06338 Shawn Alley,06338 Shawn Alley ,,Campbellshire,UT,84166,877.97,2021-01-23,99219370,U8980135,1
761 Sandoval Divide Suite 068,761 Sandoval Divide ,Suite 068 ,Duranberg,MD,03945,634.69,2021-10-13,64041607,U4986728,1
0443 Kirby Hill Apt. 605,0443 Kirby Hill ,Apt. 605 ,Smithstad,MA,04028,260.01,2021-04-24,67617803,U2861432,1
1708 Juan Summit Suite 908,1708 Juan Summit ,Suite 908 ,Lake Jenniferside,NC,36325,734.69,2021-07-11,37646913,U4681227,1
1409 Kyle Prairie,1409 Kyle Prairie ,,Port Brent,NE,33859,716.66,2021-06-25,70733754,U7796320,0
273 Destiny Squares Apt. 893,273 Destiny Squares ,Apt. 893 ,New Samantha,NM,59388,927.92,2021-09-18,51467211,U9405307,0
587 Donna Glen Suite 091,587 Donna Glen ,Suite 091 ,Pottermouth,CT,47424,171.87,2021-06-28,79226537,U6535754,0
2701 Brown Flats Apt. 347,2701 Brown Flats ,Apt. 347 ,Harrisstad,ID,64972,23.12,2021-12-16,65615637,U9966456,1
45806 Mark Plains,45806 Mark Plains ,,New Lisamouth,ME,11496,341.83,2021-03-09,79836450,U4771562,0
5775 Jessica River Apt. 722,5775 Jessica River ,Apt. 722 ,Campbellport,AK,86740,256.6,2021-01-01,13108383,U8325583,1
162 Johnson Spurs Suite 229,162 Johnson Spurs ,Suite 229 ,Hebertland,DC,03660,387.68,2021-06-27,60261151,U7626110,1
09921 Armstrong Lane,09921 Armstrong Lane ,,Dixonberg,VT,08551,60.65,2021-07-06,74190293,U9472133,0
662 Joseph Junctions,662 Joseph Junctions ,,Davidmouth,KY,18595,610.94,2021-02-19,18611453,U8045621,0
1203 Terri Pass,1203 Terri Pass ,,Bryanstad,TN,93857,427.92,2021-07-13,24721555,U3802114,0
21181 Riley Greens,21181 Riley Greens ,,East Lisafurt,KY,28026,265.83,2021-10-21,72650865,U9645266,0
6718 Baker Throughway Apt. 139,6718 Baker Throughway ,Apt. 139 ,Nicholashaven,MT,94553,102.41,2021-04-20,68671689,U2645893,1
28152 Young Cliffs,28152 Young Cliffs ,,Josephstad,AR,22669,574.53,2021-09-08,61016508,U6981354,1
91663 Ricky Crossing Suite 131,91663 Ricky Crossing ,Suite 131 ,Lake Marciaborough,SC,92738,100.27,2021-06-30,27833251,U7989679,1
9258 Wright Junction Suite 352,9258 Wright Junction ,Suite 352 ,South Nicholasmouth,UT,83687,860.57,2021-10-21,86256044,U3187371,0
59454 Powell Row,59454 Powell Row ,,Lake Christineberg,WV,98176,277.64,2021-08-10,86011960,U3073593,0
1659 Pamela Viaduct Apt. 794,1659 Pamela Viaduct ,Apt. 794 ,Allenton,VT,51437,898.07,2021-10-11,56486450,U7807764,1
3532 Gary Haven West,3532 Gary Haven West ,,Yolanda,SD,40302,124.78,2021-02-16,68749825,U5436283,0
71890 Kelly Valley,71890 Kelly Valley ,,Barkermouth,RI,36825,390.17,2021-07-20,92651129,U5406747,0
5488 Johnson Brooks Apt. 826,5488 Johnson Brooks ,Apt. 826 ,Jessicafurt,OH,14904,778.62,2021-03-22,10338571,U9892505,0
09879 Andrew Shore Apt. 999,09879 Andrew Shore ,Apt. 999 ,Alexanderside,MO,60695,522.0,2021-02-14,50689814,U2200616,0
197 Mccullough Expressway Suite 483,197 Mccullough Expressway ,Suite 483 ,Anthonymouth,MI,43752,448.34,2021-08-18,26979050,U9035817,1
41209 Obrien Fords West,41209 Obrien Fords West ,,John,VA,72473,881.11,2021-07-18,27295765,U5225668,1
78406 Jennifer Points,78406 Jennifer Points ,,New Victor,OK,41428,164.87,2021-09-26,63350597,U8000151,0
172 Andrew Causeway,172 Andrew Causeway ,,Rayfurt,DE,94319,851.34,2021-04-18,53064853,U4638685,0
14364 Burns Turnpike,14364 Burns Turnpike ,,New Howard,DC,86334,515.21,2021-01-14,43580859,U1621001,1
509 Giles Valleys,509 Giles Valleys ,,Catherineside,SD,45408,286.29,2021-02-17,16201436,U2517178,1
189 Chapman Vista Port,189 Chapman Vista Port ,,Claire,SD,78179,350.58,2021-05-27,72257851,U4636505,0
96851 Wilson Hills,96851 Wilson Hills ,,Nicholasport,MD,70695,279.19,2021-02-21,49950579,U2061354,0
890 Williams Light Port,890 Williams Light Port ,,Wayneburgh,CT,68380,632.91,2021-03-06,18160286,U9705358,0
863 Melissa Lodge West,863 Melissa Lodge West ,,Cassandra,IA,73448,441.31,2021-03-07,13629087,U7460466,1
64368 Diana Prairie Apt. 523,64368 Diana Prairie ,Apt. 523 ,Lake Susan,NC,13508,518.56,2021-08-22,22154753,U7740332,1
355 Francisco Center Port,355 Francisco Center Port ,,Ryanville,DE,40763,649.58,2021-08-13,61027587,U6417617,1
553 Reed Mission,553 Reed Mission ,,Josephview,OR,84113,859.67,2021-06-28,14857737,U3525236,0
28800 Bird Estate,28800 Bird Estate ,,North Victoria,MS,81957,698.61,2021-07-28,57304775,U1147494,1
9035 Regina Mountains,9035 Regina Mountains ,,Ashleyport,ND,56213,296.44,2021-06-12,53161589,U6227303,1
88298 Bates Island Apt. 964,88298 Bates Island ,Apt. 964 ,Goodwinberg,AZ,66093,666.01,2021-07-25,83002105,U9747088,1
9323 Brian Drive,9323 Brian Drive ,,Lake Sean,OH,78864,692.56,2021-12-09,35181451,U7600339,0
2365 Cox Radial,2365 Cox Radial ,,Wilsonstad,LA,59477,908.24,2021-06-08,52091955,U4393989,0
144 Graham Mountain,144 Graham Mountain ,,Stevenview,RI,36786,386.81,2021-07-22,29293074,U2925304,1
404 Nicole Landing,404 Nicole Landing ,,Lake Katherine,IL,57179,532.64,2021-02-22,40892624,U8458279,0
2178 Baker View Suite 319,2178 Baker View ,Suite 319 ,Lake Carl,VA,06176,756.82,2021-06-24,68433907,U6642470,1
8497 Moore Trail Suite 138,8497 Moore Trail ,Suite 138 ,Jamesberg,ID,48729,335.26,2021-07-12,80705889,U9938006,1
824 Raymond Estates,824 Raymond Estates ,,East Kristen,NY,62688,326.84,2021-09-18,66505023,U3481450,1
91268 Marshall Causeway Apt. 563,91268 Marshall Causeway ,Apt. 563 ,South Nicholasstad,NV,02625,621.34,2021-02-09,87194698,U9838408,1
8077 Johnson Cliffs,8077 Johnson Cliffs ,,East Jeffreytown,RI,73985,374.19,2021-12-30,79365844,U9125705,1
8466 Lee Cove Apt. 622,8466 Lee Cove ,Apt. 622 ,Mcgrathview,UT,05055,847.49,2021-09-07,43157096,U2916246,1
29921 Andrew Pike Suite 393,29921 Andrew Pike ,Suite 393 ,Walkerbury,NH,98123,347.83,2021-08-11,96927875,U4017015,1
757 Marcus Trace Suite 191,757 Marcus Trace ,Suite 191 ,Port Kathrynview,UT,13345,221.0,2021-07-08,63335220,U6586629,1
182 Rodriguez Shore Suite 519,182 Rodriguez Shore ,Suite 519 ,Christinetown,NJ,13499,610.24,2021-04-27,12984173,U5197460,1
7272 Danny Streets,7272 Danny Streets ,,Christianchester,CO,57142,598.79,2021-10-22,77856738,U9606832,1
PSC 6575 Box 5307,PSC 6575 ,Box 5307 ,APO,AE,05509,990.37,2021-11-15,24693061,U4814626,0
5940 Jeffrey Manor,5940 Jeffrey Manor ,,Richardfort,ME,39758,942.46,2021-03-25,80692681,U1899500,0
6204 Allison Skyway,6204 Allison Skyway ,,East Colleenland,MN,58729,422.06,2021-08-08,78299263,U6780542,0
0858 Nicole Parkways,0858 Nicole Parkways ,,Gillespietown,OR,75048,449.16,2021-05-26,35912559,U8024051,0
9264 Linda Mountains,9264 Linda Mountains ,,Lake Alexis,MT,24351,652.13,2021-03-05,89825358,U3920438,1
2960 Hernandez Branch Apt. 520,2960 Hernandez Branch ,Apt. 520 ,Alexanderton,VT,67671,505.2,2021-06-21,10053742,U1363103,0
428 Angela Wells,428 Angela Wells ,,North Michael,AR,60551,588.03,2021-10-01,25608741,U1755059,1
6482 Megan Parkway,6482 Megan Parkway ,,New Reneeside,IN,39287,401.9,2021-01-19,24491270,U9078477,0
1260 Abigail Villages,1260 Abigail Villages ,,New Cameronchester,IN,40536,860.13,2021-09-24,35234311,U1751675,1
423 Justin Forest,423 Justin Forest ,,Warrenbury,WA,90286,892.29,2021-11-19,89652211,U3386999,1
7059 Randall Points Suite 373,7059 Randall Points ,Suite 373 ,Port Julia,PA,39055,790.68,2021-12-11,12237078,U2856191,0
9226 Jason Land Apt. 590,9226 Jason Land ,Apt. 590 ,West Lisa,CA,84115,749.45,2021-12-17,61645295,U2962121,1
7305 Luis Villages Suite 328,7305 Luis Villages ,Suite 328 ,Cesarfort,ND,04374,887.96,2021-05-02,29971826,U9225248,1
75350 Duncan Camp Suite 736,75350 Duncan Camp ,Suite 736 ,North Brentshire,CA,18043,256.51,2021-11-11,72440705,U3057893,1
6790 Escobar Motorway,6790 Escobar Motorway ,,Lake Davidmouth,OK,42546,941.84,2021-04-05,62928089,U6320169,1
99177 Robert Roads Apt. 303,99177 Robert Roads ,Apt. 303 ,South Lindsay,MS,13674,202.55,2021-09-03,72838870,U8342626,0
278 Luna Junction,278 Luna Junction ,,Beltranmouth,RI,11783,102.11,2021-04-29,44125944,U8211562,1
48164 Pamela Throughway,48164 Pamela Throughway ,,Gonzalezchester,WA,70382,495.42,2021-09-23,55708049,U3508071,0
889 English Hills Suite 124,889 English Hills ,Suite 124 ,West Laurastad,IA,53539,158.91,2021-07-01,49055244,U4858965,0
9853 Hailey Lodge,9853 Hailey Lodge ,,Paulaland,UT,98996,256.72,2021-08-05,21908481,U9598032,1
319 Mark Lakes Suite 145,319 Mark Lakes ,Suite 145 ,Bowenville,MI,65231,606.2,2021-08-14,83528540,U1826499,0
7865 Gray Land,7865 Gray Land ,,New Michelle,KS,24124,149.45,2021-08-02,70444471,U7395360,0
32174 Garcia Valley,32174 Garcia Valley ,,Munozside,NE,08070,398.38,2021-09-30,70892042,U2686819,1
28360 Erickson Mountains,28360 Erickson Mountains ,,Halefort,MS,42135,367.23,2021-12-08,66304287,U3073445,1
9640 Susan Groves South,9640 Susan Groves South ,,Angelaside,WY,63170,943.32,2021-03-05,21878258,U5363882,0
0752 David Junctions Apt. 753,0752 David Junctions ,Apt. 753 ,Jacksonbury,KY,76324,79.43,2021-09-11,73270637,U2594113,0
8188 Caleb Ports Apt. 998,8188 Caleb Ports ,Apt. 998 ,Greeneborough,MO,43998,510.32,2021-01-07,88393328,U4549267,1
82644 Jimmy Branch,82644 Jimmy Branch ,,Rodriguezborough,CA,67860,468.62,2021-12-24,98341604,U9517185,1
516 Christopher Ramp,516 Christopher Ramp ,,Zimmermanshire,NC,92235,162.9,2021-08-09,73763676,U7449306,1
609 Cheryl Turnpike,609 Cheryl Turnpike ,,Stephanieborough,MD,22661,347.2,2021-07-03,66499630,U8858780,0
92103 Debra Tunnel,92103 Debra Tunnel ,,North Johnfort,WY,12648,363.95,2021-08-29,24193840,U1540620,1
183 James Motorway Suite 715,183 James Motorway ,Suite 715 ,North Jessica,CO,32814,358.77,2021-05-24,75216082,U5563801,1
5018 Perez Crossing Apt. 446,5018 Perez Crossing ,Apt. 446 ,Espinozaland,RI,88336,557.4,2021-04-11,53263747,U1777305,1
6561 Johnson Mount Suite 679,6561 Johnson Mount ,Suite 679 ,Lake Paigefurt,NC,08518,556.92,2021-03-14,72300449,U8766715,0
813 Robert Via Apt. 495,813 Robert Via ,Apt. 495 ,New Victor,CO,72051,466.67,2021-06-20,73315783,U9256109,1
3373 Susan Tunnel Suite 744,3373 Susan Tunnel ,Suite 744 ,West Michael,NY,45637,440.95,2021-07-04,98734472,U7577643,1
42187 Hart Summit Apt. 330,42187 Hart Summit ,Apt. 330 ,Lake Julie,MT,85907,609.66,2021-03-20,51945193,U8759015,0
590 Ortega Point Suite 044,590 Ortega Point ,Suite 044 ,Romanshire,OR,35946,485.27,2021-05-16,83323112,U9883317,0
186 Laurie Mission,186 Laurie Mission ,,Lake Michael,NC,27625,126.34,2021-10-05,34699609,U2893242,1
5285 Amy Streets Apt. 486,5285 Amy Streets ,Apt. 486 ,West Ronaldhaven,SD,40616,656.52,2021-10-16,12326867,U8206494,1
389 Thomas Lake Suite 233,389 Thomas Lake ,Suite 233 ,Garciaport,OR,67499,409.56,2021-12-05,99665978,U8905152,0
2839 Brown Lock,2839 Brown Lock ,,Millerton,UT,77755,852.95,2021-09-05,28059904,U9630427,0
63898 Sean Ferry Apt. 235,63898 Sean Ferry ,Apt. 235 ,Carlosmouth,MI,79790,133.04,2021-11-04,30151109,U8333577,1
5477 Tristan Unions Apt. 074,5477 Tristan Unions ,Apt. 074 ,Sandersmouth,ME,03063,546.31,2021-03-11,30792157,U6753562,0
883 Melissa Unions Suite 534,883 Melissa Unions ,Suite 534 ,Albertmouth,OK,58540,300.37,2021-09-08,45150403,U1289260,0
0804 Johnson Parkways,0804 Johnson Parkways ,,Ashleyhaven,FL,19181,632.91,2021-07-17,74597626,U2714963,1
862 Campos Cliff Port,862 Campos Cliff Port ,,Miguel,MA,58281,818.18,2021-09-02,57681611,U1328769,0
PSC 3305 Box 7650,PSC 3305 ,Box 7650 ,APO,AA,24758,649.85,2021-06-28,90282230,U5908041,0
021 Emma Springs,021 Emma Springs ,,Sandovalton,MT,25039,572.16,2021-11-15,85867924,U1737245,1
955 Tran Trail Suite 060,955 Tran Trail ,Suite 060 ,Hunterland,NV,73877,931.56,2021-09-18,40081627,U3473757,1
2772 Edward Well,2772 Edward Well ,,Lake Kim,NH,81086,226.94,2021-01-17,99256177,U2069058,0
491 Esparza Terrace Apt. 160,491 Esparza Terrace ,Apt. 160 ,Colemanburgh,RI,76495,995.63,2021-12-09,95624855,U7731251,0
5372 Peters Street Apt. 959,5372 Peters Street ,Apt. 959 ,East Josephfurt,LA,30122,439.46,2021-08-11,10938655,U1327570,1
7380 Peterson Wall Apt. 592,7380 Peterson Wall ,Apt. 592 ,Dawntown,IL,54553,633.69,2021-05-11,55615376,U6181745,0
664 White Mission Suite 455,664 White Mission ,Suite 455 ,West Jeremychester,ND,04752,130.67,2021-10-31,10656194,U5423669,0
50309 Alexander Way,50309 Alexander Way ,,Frystad,DE,37561,31.08,2021-11-15,60754244,U6981378,1
USNV Dawson,USNV Dawson ,,FPO,AP,59794,159.98,2021-12-22,64921824,U6244302,1
580 Kevin Field Suite 736,580 Kevin Field ,Suite 736 ,Kathleenstad,MD,88347,543.67,2021-04-06,19109548,U3783597,0
7630 Douglas Groves,7630 Douglas Groves ,,Lake Joshua,NY,06810,240.99,2021-11-28,15191516,U5895753,0
23933 Daniel Camp Apt. 613,23933 Daniel Camp ,Apt. 613 ,New Johnhaven,OK,70127,794.84,2021-10-02,55403192,U8181989,1
561 Kristin Inlet Suite 051,561 Kristin Inlet ,Suite 051 ,Everettmouth,CT,85818,155.71,2021-04-01,84976046,U8900545,0
90721 Williams Mountain,90721 Williams Mountain ,,Crosshaven,UT,74334,663.23,2021-01-10,37053249,U3646472,0
USCGC Caldwell,USCGC Caldwell ,,FPO,AA,22193,900.21,2021-08-24,81445048,U1455739,0
222 Patricia View Suite 732,222 Patricia View ,Suite 732 ,West Jasonfort,MI,92390,693.23,2021-12-18,69694116,U7364689,0
295 Williams Wall,295 Williams Wall ,,Oliverland,MO,00886,922.87,2021-10-20,99437166,U2599414,1
886 Monica Springs Apt. 626,886 Monica Springs ,Apt. 626 ,Robertsfurt,WY,78371,823.96,2021-06-06,21719964,U9042324,0
195 Gardner Brooks,195 Gardner Brooks ,,West Robert,WI,57249,857.89,2021-03-09,29867957,U9036904,0
608 Jones Ramp Apt. 715,608 Jones Ramp ,Apt. 715 ,Lucasport,KS,46965,40.77,2021-01-24,32844324,U9281125,0
07327 West Hollow Apt. 820,07327 West Hollow ,Apt. 820 ,Port William,OK,64951,510.98,2021-01-02,51705728,U4929177,0
450 White Avenue Suite 531,450 White Avenue ,Suite 531 ,Annaside,WV,40629,299.83,2021-04-30,35307053,U6911885,0
02801 Montgomery Field North,02801 Montgomery Field North ,,Erica,NJ,25491,439.23,2021-06-24,57375388,U2346766,0
USNS Little,USNS Little ,,FPO,AE,56968,728.81,2021-03-21,47512781,U8166622,1
8846 Julie Wall,8846 Julie Wall ,,Flowerstown,CO,95489,731.31,2021-06-11,90574343,U4453700,0
17748 Rosales Crossroad,17748 Rosales Crossroad ,,Julieshire,NE,19498,204.93,2021-06-17,52608546,U6526998,1
5966 John Common Suite 493,5966 John Common ,Suite 493 ,Sarahport,FL,01907,171.78,2021-08-19,90041799,U5465750,0
53497 Jared Fall,53497 Jared Fall ,,Elizabethchester,HI,75675,70.88,2021-10-22,18628417,U4277161,0
104 Hubbard Ferry Apt. 423,104 Hubbard Ferry ,Apt. 423 ,Tinabury,NC,21589,739.88,2021-04-29,38860448,U8089083,1
153 Duke Cliff,153 Duke Cliff ,,Andrewville,DE,54766,822.83,2021-05-21,69824759,U7446242,1
27914 Lucero Trafficway,27914 Lucero Trafficway ,,Codystad,ND,38737,92.99,2021-01-29,70195162,U5620501,1
0953 Warner Glen Suite 764,0953 Warner Glen ,Suite 764 ,Robertsonchester,DC,64197,137.47,2021-12-09,95764729,U6939526,1
7007 Wayne Greens,7007 Wayne Greens ,,New Madelineville,MO,77656,138.6,2021-02-02,40587982,U2187823,0
5908 Lynch Rapid Suite 083,5908 Lynch Rapid ,Suite 083 ,North Amyside,IA,34473,990.25,2021-01-19,48030227,U4186127,0
2017 Devin Roads Suite 649,2017 Devin Roads ,Suite 649 ,South Penny,TN,38761,72.29,2021-08-14,43435681,U3127642,0
USCGC Brown,USCGC Brown ,,FPO,AP,85907,576.19,2021-02-26,10251809,U6972596,0
27973 Steven Way Apt. 007,27973 Steven Way ,Apt. 007 ,Cookborough,VT,67011,876.43,2021-11-23,41953464,U9266781,0
75085 Heather Canyon,75085 Heather Canyon ,,North Jessica,UT,49575,171.39,2021-05-05,65433678,U6276242,0
74976 Jennifer Lakes Suite 614,74976 Jennifer Lakes ,Suite 614 ,Brownfurt,MT,47387,683.25,2021-04-26,30984212,U1745051,1
37658 Jackson Ridges Port,37658 Jackson Ridges Port ,,Shawn,AR,76305,339.96,2021-08-31,76231989,U6431054,1
7680 Laura Meadow,7680 Laura Meadow ,,Conniestad,HI,90289,641.64,2021-10-02,44684346,U9439683,0
94232 Maria Trace Suite 634,94232 Maria Trace ,Suite 634 ,New Nicholas,IA,51820,468.85,2021-02-02,63050277,U6211160,1
853 Allison Overpass Apt. 286,853 Allison Overpass ,Apt. 286 ,New Kathryn,MA,65328,150.02,2021-10-06,98739328,U7520969,1
0859 Krista Motorway Suite 548,0859 Krista Motorway ,Suite 548 ,South Gavinfort,MN,43713,897.32,2021-11-11,45325260,U5997265,0
7089 Daniel Avenue South,7089 Daniel Avenue South ,,David,IN,83732,500.76,2021-03-25,92470475,U2201038,0
